Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2023-09-26,S005,P0015,Toys,North,149,82,41,94.57,36.79,0,Snowy,1,35.28,Autumn
2022-01-03,S005,P0014,Toys,North,419,263,189,263.83,28.02,5,Sunny,1,23.72,Autumn
2023-04-09,S005,P0003,Toys,East,271,74,167,80.74,50.25,15,Sunny,0,50.88,Summer
2022-03-20,S005,P0013,Toys,West,254,99,187,97.22,53.17,20,Rainy,0,54.99,Autumn
2022-04-16,S005,P0004,Toys,North,302,290,48,306.94,87.64,5,Cloudy,0,86.77,Summer
2023-04-30,S005,P0020,Toys,North,280,113,100,121.16,81.76,10,Sunny,0,84.28,Spring
2022-01-27,S005,P0014,Toys,East,465,374,168,375.18,40.11,0,Sunny,0,44.04,Winter
2023-11-23,S005,P0008,Toys,North,157,127,163,123.85,62.36,5,Rainy,0,57.76,Summer
2022-02-05,S005,P0017,Toys,South,385,6,151,11.69,14.86,5,Rainy,0,18.48,Summer
2022-01-30,S005,P0018,Toys,North,96,85,25,96.26,40.62,20,Snowy,0,35.8,Summer
2023-08-03,S005,P0019,Toys,North,119,116,190,122.99,37.49,20,Sunny,1,38.82,Autumn
2023-12-02,S005,P0003,Toys,South,480,474,49,475.82,66.77,15,Sunny,0,70.33,Summer
2022-10-23,S005,P0002,Toys,South,214,106,184,103.27,73.52,5,Sunny,0,78.0,Winter
2023-04-07,S005,P0001,Toys,West,109,97,133,91.29,20.8,0,Snowy,1,19.16,Summer
2023-09-27,S005,P0011,Toys,West,255,118,173,128.21,28.96,10,Snowy,1,31.34,Spring
2023-11-14,S005,P0004,Toys,North,151,46,66,58.62,35.67,5,Cloudy,0,32.43,Winter
2022-01-29,S005,P0009,Toys,North,419,20,38,35.89,17.72,0,Rainy,1,17.04,Winter
2022-12-07,S005,P0002,Toys,North,436,277,116,280.43,44.81,5,Snowy,1,43.15,Winter
2022-11-05,S005,P0003,Toys,West,297,76,182,67.45,75.18,15,Rainy,0,75.16,Spring
2023-06-10,S005,P0013,Toys,East,76,23,70,15.9,89.78,0,Snowy,1,92.03,Winter
2023-11-16,S005,P0007,Toys,North,52,5,163,2.07,16.05,0,Snowy,0,21.0,Autumn
2023-12-22,S005,P0014,Toys,East,440,48,88,39.79,77.49,10,Snowy,0,76.6,Spring
2023-01-18,S005,P0017,Toys,North,449,277,106,286.52,65.67,20,Snowy,1,62.46,Spring
2023-03-13,S005,P0018,Toys,North,199,111,77,121.09,76.88,10,Cloudy,0,73.73,Autumn
2022-06-12,S005,P0014,Toys,North,158,13,169,5.09,27.87,20,Sunny,1,32.43,Winter
2022-12-14,S005,P0003,Toys,East,397,338,147,344.74,74.4,15,Sunny,0,75.08,Spring
2023-01-28,S005,P0014,Toys,South,431,220,122,211.1,81.37,0,Rainy,1,83.36,Spring
2022-05-23,S005,P0002,Toys,East,92,53,112,71.83,34.19,0,Rainy,0,36.66,Summer
2022-12-06,S005,P0007,Toys,North,420,256,40,269.41,54.19,10,Rainy,0,57.1,Summer
2022-08-10,S005,P0017,Toys,North,489,106,116,106.41,43.42,15,Sunny,0,40.2,Winter
2023-11-26,S005,P0005,Toys,North,347,313,164,318.3,43.4,10,Rainy,0,39.52,Autumn
2022-11-27,S005,P0002,Toys,West,206,181,167,188.87,21.29,10,Cloudy,0,23.52,Spring
2023-08-28,S005,P0011,Toys,South,354,116,24,109.01,19.65,5,Sunny,0,19.1,Summer
2022-02-23,S005,P0007,Toys,North,101,61,116,54.69,28.13,5,Sunny,0,30.27,Autumn
2023-12-24,S005,P0004,Toys,South,103,44,37,63.88,36.44,20,Snowy,1,35.15,Winter
2024-01-01,S005,P0005,Toys,South,372,154,143,150.53,96.72,0,Cloudy,1,97.84,Winter
2022-07-17,S005,P0009,Toys,North,219,44,43,48.82,50.55,15,Sunny,0,46.4,Summer
2023-08-30,S005,P0013,Toys,East,335,189,128,187.93,90.46,10,Rainy,1,91.1,Summer
2023-06-01,S005,P0016,Toys,East,267,241,32,253.88,13.99,15,Cloudy,0,15.55,Spring
2023-07-16,S005,P0002,Toys,South,466,205,105,210.13,33.04,15,Sunny,0,33.16,Autumn
2023-10-13,S005,P0010,Toys,East,386,201,48,192.37,65.76,0,Sunny,1,64.54,Summer
2023-10-26,S005,P0003,Toys,South,314,240,179,258.55,99.64,0,Snowy,0,104.32,Summer
2022-03-11,S005,P0006,Toys,East,268,75,165,72.62,76.4,20,Rainy,1,77.84,Spring
2022-01-17,S005,P0002,Toys,North,474,306,120,318.28,89.23,10,Snowy,1,93.59,Autumn
2023-03-11,S005,P0004,Toys,South,68,36,136,40.26,10.12,0,Rainy,1,5.99,Autumn
2022-09-30,S005,P0011,Toys,East,177,160,24,169.64,10.37,0,Cloudy,1,5.77,Autumn
2022-04-09,S005,P0003,Toys,South,191,43,103,53.1,11.05,20,Snowy,1,8.65,Spring
2022-05-21,S005,P0001,Toys,West,300,104,110,112.86,37.98,10,Sunny,0,33.74,Summer
2023-04-26,S005,P0004,Toys,South,429,375,40,388.77,59.55,0,Rainy,0,61.91,Winter
2023-07-30,S005,P0013,Toys,South,351,320,101,317.45,39.6,10,Sunny,0,34.95,Summer
2022-05-02,S005,P0014,Toys,East,241,40,119,45.09,63.56,5,Cloudy,1,65.28,Autumn
2023-05-02,S005,P0001,Toys,South,399,200,132,191.14,84.89,20,Rainy,1,86.14,Winter
2023-07-01,S005,P0013,Toys,East,422,311,71,323.45,82.43,5,Snowy,1,85.3,Autumn
2023-12-29,S005,P0013,Toys,North,490,287,64,304.84,71.17,0,Sunny,1,75.49,Spring
2023-11-01,S005,P0002,Toys,West,472,241,116,240.66,91.21,0,Rainy,0,88.32,Autumn
2023-09-10,S005,P0018,Toys,South,386,61,152,75.89,30.03,15,Sunny,1,34.85,Spring
2022-11-09,S005,P0012,Toys,South,358,193,180,204.26,74.9,20,Cloudy,0,70.88,Summer
2023-02-28,S005,P0017,Toys,North,354,64,26,81.68,54.81,0,Rainy,0,50.17,Spring
2022-02-20,S005,P0011,Toys,South,453,191,74,193.64,92.05,5,Snowy,1,96.59,Autumn
2022-06-30,S005,P0002,Toys,East,375,293,156,283.57,78.57,20,Snowy,0,82.84,Spring
2023-01-03,S005,P0011,Toys,West,248,168,100,182.21,58.36,5,Sunny,0,58.2,Winter
2022-05-08,S005,P0005,Toys,West,365,226,147,223.65,15.32,10,Sunny,0,10.83,Winter
2022-12-15,S005,P0017,Toys,West,52,47,136,62.9,47.44,5,Cloudy,0,50.11,Autumn
2022-08-13,S005,P0012,Toys,South,207,97,85,101.92,22.83,15,Sunny,1,18.21,Summer
2022-04-06,S005,P0004,Toys,South,311,283,133,302.24,30.85,15,Rainy,1,29.92,Summer
2023-11-13,S005,P0015,Toys,East,454,228,111,231.91,94.71,15,Sunny,0,90.24,Autumn
2023-10-19,S005,P0014,Toys,North,152,58,80,56.97,32.7,20,Cloudy,0,32.95,Spring
2023-04-01,S005,P0018,Toys,West,270,87,79,90.89,82.22,0,Sunny,0,83.74,Autumn
2022-04-07,S005,P0012,Toys,West,335,15,97,29.5,40.3,20,Snowy,1,39.13,Autumn
2022-02-18,S005,P0018,Toys,West,89,78,50,71.61,98.27,10,Sunny,1,96.13,Autumn
2022-09-21,S005,P0007,Toys,North,320,220,169,223.43,23.08,20,Sunny,1,25.79,Spring
2022-05-22,S005,P0011,Toys,West,118,43,188,56.04,22.31,5,Snowy,0,25.07,Summer
2022-05-07,S005,P0001,Toys,East,427,266,148,283.4,26.84,15,Sunny,1,25.68,Summer
2023-05-05,S005,P0017,Toys,South,248,109,131,122.54,90.38,5,Cloudy,1,91.78,Autumn
2022-04-17,S005,P0004,Toys,South,457,114,93,128.83,68.58,20,Cloudy,0,65.71,Summer
2022-09-29,S005,P0014,Toys,West,268,167,100,172.85,47.99,10,Cloudy,1,45.67,Spring
2022-02-21,S005,P0002,Toys,East,200,186,20,188.94,17.89,5,Rainy,1,21.7,Spring
2022-04-30,S005,P0015,Toys,East,219,212,75,223.64,94.87,15,Sunny,0,94.95,Winter
2023-12-13,S005,P0011,Toys,North,241,54,145,67.31,38.91,20,Sunny,0,39.17,Summer
2022-07-14,S005,P0016,Toys,West,310,236,139,251.58,53.9,20,Snowy,0,53.25,Autumn
2023-09-30,S005,P0010,Toys,East,343,163,140,167.73,99.41,15,Snowy,0,96.34,Autumn
2022-10-22,S005,P0013,Toys,East,92,73,69,68.48,57.1,15,Snowy,0,59.09,Summer
2022-10-22,S005,P0012,Toys,South,269,148,115,142.85,51.57,10,Snowy,1,48.55,Winter
2023-03-04,S005,P0006,Toys,West,150,24,199,36.69,16.14,10,Sunny,1,20.18,Summer
2023-11-22,S005,P0005,Toys,South,242,141,117,144.61,23.79,0,Snowy,1,23.61,Spring
2023-07-03,S005,P0014,Toys,North,60,19,58,18.79,75.23,20,Cloudy,0,74.96,Spring
2022-01-19,S005,P0019,Toys,West,361,289,137,281.27,79.77,10,Sunny,1,82.9,Spring
2023-08-03,S005,P0015,Toys,South,223,8,51,25.83,40.99,0,Cloudy,0,40.0,Spring
2023-07-02,S005,P0002,Toys,South,238,214,135,217.33,89.79,20,Snowy,0,86.06,Summer
2022-01-04,S005,P0019,Toys,North,278,244,24,259.18,84.99,20,Rainy,0,85.21,Autumn
2022-12-02,S005,P0014,Toys,East,239,170,28,186.56,43.62,20,Cloudy,1,44.42,Spring
2023-10-15,S005,P0001,Toys,East,438,304,179,295.07,68.22,15,Snowy,1,69.9,Summer
2023-04-14,S005,P0014,Toys,South,301,116,97,121.95,20.67,20,Cloudy,0,20.82,Winter
2023-10-21,S005,P0012,Toys,South,119,21,23,30.19,80.67,5,Snowy,0,81.08,Autumn
2023-07-24,S005,P0003,Toys,South,381,228,156,244.51,46.97,15,Sunny,0,45.33,Winter
2022-09-03,S005,P0006,Toys,North,72,55,140,70.05,79.47,0,Rainy,0,78.17,Spring
2023-12-04,S005,P0007,Toys,East,457,150,145,160.51,70.59,0,Rainy,1,70.49,Autumn
2022-08-09,S005,P0004,Toys,South,92,84,60,78.07,92.37,0,Snowy,0,94.37,Autumn
2022-10-02,S005,P0003,Toys,North,185,47,132,48.34,42.83,15,Cloudy,0,39.51,Autumn
2022-02-09,S005,P0009,Toys,West,142,38,34,40.26,17.32,5,Cloudy,1,18.34,Autumn
2023-07-14,S005,P0015,Toys,West,339,166,175,175.98,97.41,0,Snowy,0,101.65,Summer
2022-08-10,S005,P0014,Toys,West,323,318,175,309.47,27.86,0,Snowy,1,32.62,Summer
2024-01-01,S005,P0017,Toys,North,313,51,101,48.43,82.57,10,Cloudy,0,83.78,Autumn
2023-01-18,S005,P0008,Toys,South,112,70,153,63.38,72.96,10,Sunny,0,71.68,Spring
2023-08-30,S005,P0009,Toys,South,179,98,79,90.47,22.69,20,Rainy,0,20.74,Winter
2022-12-30,S005,P0003,Toys,North,311,265,84,275.14,84.1,5,Snowy,0,80.19,Winter
2023-09-13,S005,P0015,Toys,East,358,157,129,160.32,66.31,0,Cloudy,0,69.29,Summer
2023-03-20,S005,P0013,Toys,East,221,67,75,59.09,61.01,10,Cloudy,0,57.06,Autumn
2023-10-28,S005,P0008,Toys,West,422,379,58,378.38,14.72,15,Snowy,0,9.93,Winter
2023-10-08,S005,P0020,Toys,North,227,26,104,30.06,25.31,0,Snowy,0,24.64,Autumn
2022-04-23,S005,P0014,Toys,West,393,376,100,384.69,82.36,20,Sunny,1,78.57,Winter
2023-10-21,S005,P0002,Toys,South,132,70,187,64.61,89.46,15,Rainy,0,84.99,Spring
2022-01-18,S005,P0019,Toys,West,499,194,159,197.82,80.76,10,Snowy,1,80.0,Winter
2023-12-13,S005,P0013,Toys,East,361,297,48,313.27,18.02,15,Snowy,1,18.94,Winter
2022-09-22,S005,P0013,Toys,South,407,91,30,104.01,59.09,5,Sunny,0,57.12,Winter
2022-08-14,S005,P0015,Toys,South,417,238,138,236.58,53.92,20,Cloudy,0,53.18,Spring
2023-11-08,S005,P0007,Toys,East,178,151,190,167.49,77.42,0,Sunny,0,74.91,Autumn
2023-10-27,S005,P0001,Toys,East,186,53,110,58.54,53.96,0,Sunny,1,52.37,Spring
2023-10-22,S005,P0007,Toys,East,164,131,108,148.39,92.79,10,Cloudy,1,95.04,Spring
2022-04-06,S005,P0016,Toys,North,258,171,30,171.1,10.17,20,Snowy,1,13.09,Spring
2023-05-19,S005,P0018,Toys,North,292,98,34,89.78,10.67,5,Sunny,1,10.49,Spring
2023-02-21,S005,P0005,Toys,East,69,49,170,46.1,66.92,10,Rainy,1,68.31,Winter
2023-11-28,S005,P0007,Toys,East,328,290,110,280.43,45.39,5,Sunny,0,41.92,Winter
2022-06-24,S005,P0004,Toys,South,102,37,62,40.11,99.67,15,Sunny,1,100.51,Summer
2023-04-10,S005,P0013,Toys,East,190,149,165,153.43,87.21,10,Snowy,1,91.27,Summer
2022-06-15,S005,P0016,Toys,East,247,123,167,133.89,16.23,15,Snowy,0,16.37,Spring
2023-09-20,S005,P0005,Toys,West,456,249,124,258.92,94.87,0,Sunny,0,92.55,Spring
2022-11-17,S005,P0019,Toys,East,429,59,121,67.15,29.47,0,Sunny,1,27.46,Spring
2022-03-16,S005,P0020,Toys,West,453,44,135,41.66,37.87,15,Snowy,1,33.4,Summer
2022-02-21,S005,P0015,Toys,West,326,173,93,185.88,41.51,0,Snowy,0,42.27,Winter
2022-12-27,S005,P0001,Toys,West,346,55,133,46.45,31.95,10,Sunny,0,34.25,Spring
2023-09-12,S005,P0019,Toys,East,115,32,199,45.91,20.57,20,Cloudy,1,22.08,Spring
2023-12-28,S005,P0014,Toys,South,257,229,43,247.0,49.61,20,Sunny,0,48.36,Autumn
2023-02-03,S005,P0016,Toys,West,443,104,66,107.2,69.34,5,Rainy,1,64.37,Autumn
2022-08-10,S005,P0006,Toys,North,138,10,142,15.75,42.16,5,Rainy,0,43.99,Summer
2023-07-14,S005,P0018,Toys,North,467,203,36,218.8,80.67,0,Sunny,1,81.89,Winter
2022-08-17,S005,P0012,Toys,East,255,239,49,244.78,40.98,10,Cloudy,1,40.05,Autumn
2023-04-29,S005,P0018,Toys,South,332,323,137,332.73,56.4,10,Snowy,0,53.78,Winter
2023-09-13,S005,P0020,Toys,South,197,46,154,49.66,36.74,10,Cloudy,1,36.71,Summer
2022-02-17,S005,P0020,Toys,North,441,2,149,1.44,24.23,15,Sunny,0,19.71,Autumn
2023-07-02,S005,P0005,Toys,South,244,201,132,198.48,81.08,0,Cloudy,0,81.59,Summer
2022-11-10,S005,P0020,Toys,East,468,84,103,93.11,22.66,5,Cloudy,1,21.23,Spring
2022-04-29,S005,P0009,Toys,North,98,37,195,48.56,73.5,20,Sunny,0,71.68,Summer
2022-08-17,S005,P0007,Toys,South,76,17,155,35.44,53.53,15,Cloudy,0,57.6,Spring
2023-09-26,S005,P0017,Toys,South,172,138,144,132.71,51.75,10,Snowy,1,49.64,Autumn
2022-03-12,S005,P0002,Toys,East,269,252,194,271.67,58.22,10,Snowy,1,58.6,Spring
2022-09-06,S005,P0015,Toys,North,440,365,116,384.16,83.89,10,Sunny,0,84.37,Autumn
2022-12-20,S005,P0002,Toys,West,386,320,118,324.84,81.45,20,Rainy,0,85.3,Spring
2023-04-06,S005,P0011,Toys,South,492,402,74,402.75,39.14,15,Sunny,0,38.2,Autumn
2023-01-27,S005,P0018,Toys,South,92,28,187,44.77,64.6,5,Cloudy,0,66.31,Autumn
2022-05-18,S005,P0016,Toys,East,445,322,173,330.62,82.51,0,Sunny,0,85.84,Spring
2022-09-08,S005,P0007,Toys,South,152,130,85,133.8,36.57,20,Snowy,0,41.56,Winter
2022-12-06,S005,P0008,Toys,West,126,0,64,7.51,79.55,10,Rainy,1,75.83,Autumn
2023-08-04,S005,P0004,Toys,West,68,22,50,16.85,47.69,15,Snowy,0,43.41,Autumn
2022-05-21,S005,P0007,Toys,West,343,264,24,279.22,47.85,15,Snowy,0,50.96,Summer
2023-01-27,S005,P0008,Toys,West,74,22,182,34.28,88.77,15,Snowy,1,89.83,Summer
2024-01-01,S005,P0001,Toys,North,300,201,69,201.1,99.33,10,Cloudy,1,94.44,Winter
2022-11-30,S005,P0016,Toys,South,140,77,98,68.46,93.61,0,Snowy,0,98.59,Winter
2023-05-03,S005,P0017,Toys,North,109,102,48,111.11,88.51,5,Cloudy,1,92.97,Autumn
2022-06-12,S005,P0019,Toys,North,120,31,44,50.06,98.91,5,Snowy,0,101.67,Autumn
2023-02-16,S005,P0018,Toys,East,183,101,123,101.9,48.9,20,Cloudy,0,51.71,Spring
2022-08-01,S005,P0007,Toys,East,212,188,41,185.75,87.44,0,Snowy,1,92.0,Summer
2022-04-21,S005,P0010,Toys,South,313,171,30,166.52,97.84,5,Rainy,1,94.52,Spring
2023-08-26,S005,P0015,Toys,North,361,352,23,361.51,87.91,5,Sunny,1,92.68,Autumn
2023-02-09,S005,P0017,Toys,East,346,147,86,148.39,52.12,0,Cloudy,1,50.6,Winter
2023-01-24,S005,P0005,Toys,South,323,1,135,13.89,55.06,5,Snowy,1,52.84,Winter
2023-07-10,S005,P0012,Toys,East,369,164,164,174.7,52.73,0,Cloudy,0,50.62,Autumn
2023-12-03,S005,P0011,Toys,East,252,66,173,69.9,26.74,15,Snowy,1,23.21,Summer
2023-08-07,S005,P0005,Toys,South,491,320,47,337.49,30.3,0,Snowy,1,31.57,Summer
2023-12-30,S005,P0016,Toys,West,63,11,164,21.81,59.17,5,Snowy,0,55.5,Winter
2023-10-15,S005,P0010,Toys,West,441,105,39,122.42,57.58,5,Cloudy,1,58.21,Winter
2022-11-06,S005,P0018,Toys,East,350,34,71,37.6,13.01,10,Snowy,1,12.81,Winter
2022-03-14,S005,P0008,Toys,West,73,44,95,47.17,42.79,20,Cloudy,0,43.1,Spring
2022-05-22,S005,P0005,Toys,South,317,292,163,302.44,53.91,15,Cloudy,1,53.05,Winter
2022-11-14,S005,P0020,Toys,East,149,17,97,20.74,93.41,15,Cloudy,1,91.13,Winter
2022-12-10,S005,P0004,Toys,East,234,9,147,17.25,45.5,10,Rainy,1,46.71,Spring
2023-03-20,S005,P0010,Toys,West,198,142,183,137.48,73.39,10,Rainy,1,71.43,Winter
2022-12-10,S005,P0019,Toys,South,470,47,64,53.96,61.48,0,Cloudy,1,58.92,Summer
2023-07-09,S005,P0012,Toys,North,413,103,153,105.06,21.7,0,Cloudy,0,22.27,Summer
2022-04-15,S005,P0018,Toys,East,415,187,165,200.45,70.04,20,Rainy,0,72.27,Winter
2022-05-10,S005,P0011,Toys,South,330,49,105,65.88,22.94,5,Rainy,0,21.93,Winter
2022-09-22,S005,P0003,Toys,North,429,378,135,386.49,81.38,10,Snowy,0,84.56,Summer
2023-03-29,S005,P0013,Toys,South,499,179,20,180.39,87.08,20,Sunny,0,85.1,Spring
2023-09-14,S005,P0003,Toys,West,322,200,112,213.94,39.69,20,Rainy,1,43.64,Summer
2023-10-03,S005,P0003,Toys,West,188,7,175,7.59,18.08,5,Sunny,0,16.21,Spring
2022-02-03,S005,P0007,Toys,West,59,57,49,54.28,78.95,10,Rainy,0,82.07,Autumn
2023-03-24,S005,P0003,Toys,North,393,44,145,59.87,67.44,5,Cloudy,1,69.82,Spring
2023-04-13,S005,P0005,Toys,South,180,128,96,145.09,20.17,10,Cloudy,0,18.95,Autumn
2022-04-15,S005,P0008,Toys,East,298,146,143,153.25,41.84,5,Sunny,1,39.32,Spring
2023-10-11,S005,P0020,Toys,South,297,3,144,17.9,29.87,15,Sunny,1,25.19,Winter
2023-05-04,S005,P0001,Toys,South,228,1,85,11.66,71.21,20,Sunny,1,69.92,Autumn
2023-01-15,S005,P0001,Toys,East,110,42,125,39.95,82.21,0,Sunny,1,86.08,Autumn
2022-12-05,S005,P0007,Toys,East,322,140,28,149.06,51.92,5,Snowy,1,52.88,Autumn
2022-05-14,S005,P0019,Toys,West,271,22,199,24.76,86.86,5,Sunny,0,87.36,Winter
2023-12-25,S005,P0005,Toys,East,473,296,189,294.96,58.54,15,Rainy,0,54.74,Spring
2022-12-27,S005,P0006,Toys,East,244,98,132,108.45,49.39,0,Snowy,1,48.88,Autumn
2023-10-17,S005,P0020,Toys,West,252,9,189,14.04,47.99,5,Rainy,0,43.74,Spring
2022-05-18,S005,P0015,Toys,South,117,16,167,17.53,35.2,20,Rainy,0,39.1,Summer
2022-03-28,S005,P0019,Toys,West,360,333,124,323.07,50.27,15,Sunny,1,46.02,Spring
2022-01-22,S005,P0020,Toys,East,390,77,153,67.56,20.84,20,Cloudy,1,21.89,Summer
2023-06-05,S005,P0015,Toys,South,159,0,85,6.69,57.58,20,Sunny,0,60.65,Winter
2023-10-01,S005,P0005,Toys,North,271,156,54,153.76,72.05,15,Snowy,1,76.01,Winter
2022-10-19,S005,P0009,Toys,South,193,54,120,69.46,43.33,5,Cloudy,0,39.23,Winter
2023-06-20,S005,P0003,Toys,West,274,174,85,175.27,47.88,10,Rainy,0,50.83,Summer
2022-11-16,S005,P0009,Toys,North,460,120,106,116.52,50.9,5,Sunny,0,48.39,Winter
2023-08-02,S005,P0012,Toys,North,421,217,31,215.99,43.05,5,Snowy,0,38.88,Summer
2023-01-13,S005,P0015,Toys,North,164,109,66,109.99,22.78,20,Rainy,0,26.92,Winter
2022-12-22,S005,P0008,Toys,East,457,30,78,42.43,68.61,0,Snowy,1,73.36,Spring
2022-12-24,S005,P0019,Toys,South,274,5,33,0.78,21.52,20,Sunny,0,17.57,Spring
2022-06-18,S005,P0015,Toys,South,194,63,56,74.65,17.14,5,Sunny,0,15.36,Winter
2023-09-28,S005,P0003,Toys,East,305,84,73,90.79,84.13,10,Cloudy,1,84.08,Summer
2022-03-28,S005,P0004,Toys,North,167,161,65,156.59,34.94,10,Sunny,1,30.11,Winter
2023-06-28,S005,P0019,Toys,North,216,179,105,179.46,71.25,0,Sunny,0,72.05,Autumn
2023-07-27,S005,P0020,Toys,West,104,35,85,25.79,42.97,10,Rainy,0,47.79,Summer
2023-08-18,S005,P0006,Toys,West,131,78,123,88.16,29.71,0,Rainy,0,27.45,Spring
2023-06-17,S005,P0009,Toys,East,453,160,35,159.38,61.96,10,Rainy,0,59.89,Spring
2022-10-12,S005,P0016,Toys,West,217,54,197,70.54,56.66,20,Rainy,0,56.93,Winter
2023-03-14,S005,P0004,Toys,South,189,100,185,114.58,45.92,10,Cloudy,0,41.98,Summer
2022-12-18,S005,P0011,Toys,East,347,148,87,140.27,57.26,5,Sunny,0,56.26,Spring
2023-11-24,S005,P0012,Toys,West,354,5,162,3.85,18.59,10,Cloudy,1,18.06,Winter
2023-11-21,S005,P0014,Toys,East,217,8,132,10.94,65.61,5,Sunny,1,66.19,Autumn
2022-11-27,S005,P0003,Toys,North,365,310,172,326.28,23.01,10,Rainy,1,23.22,Summer
2023-09-02,S005,P0002,Toys,West,244,109,127,112.55,86.4,10,Snowy,0,84.61,Winter
2022-04-22,S005,P0013,Toys,North,262,191,92,182.98,37.97,10,Sunny,1,37.08,Spring
2022-08-16,S005,P0005,Toys,East,331,121,157,123.77,39.74,20,Sunny,1,42.47,Spring
2022-10-26,S005,P0004,Toys,East,86,20,71,34.39,57.76,15,Snowy,0,58.22,Winter
2022-11-13,S005,P0012,Toys,West,356,10,68,0.21,82.57,15,Snowy,1,78.6,Summer
2023-03-29,S005,P0017,Toys,West,427,5,24,22.81,88.92,0,Sunny,0,85.55,Summer
2022-01-08,S005,P0001,Toys,North,107,53,189,62.9,21.2,20,Sunny,0,18.82,Summer
2022-09-03,S005,P0010,Toys,South,453,99,164,98.44,91.25,10,Rainy,1,93.26,Autumn
2023-11-10,S005,P0007,Toys,East,94,86,189,104.42,99.62,0,Rainy,0,103.79,Autumn
2022-09-05,S005,P0012,Toys,South,286,69,138,74.6,27.61,0,Snowy,0,31.21,Autumn
2023-06-22,S005,P0015,Toys,West,188,61,145,54.48,14.51,10,Cloudy,1,11.22,Spring
2023-04-20,S005,P0003,Toys,South,131,103,54,118.44,32.5,15,Rainy,1,29.5,Autumn
2022-12-17,S005,P0009,Toys,East,251,171,112,185.61,39.81,20,Snowy,0,42.93,Winter
2023-06-06,S005,P0002,Toys,West,220,52,97,47.59,59.77,15,Cloudy,1,62.36,Spring
2022-01-08,S005,P0007,Toys,South,112,93,177,105.58,42.82,5,Sunny,0,45.41,Summer
2023-03-10,S005,P0002,Toys,South,397,272,181,270.28,62.38,10,Sunny,0,62.51,Spring
2022-02-12,S005,P0006,Toys,West,287,179,39,176.48,86.95,15,Snowy,1,90.63,Winter
2022-12-02,S005,P0001,Toys,East,423,377,176,396.91,91.11,0,Rainy,0,94.67,Autumn
2022-06-30,S005,P0019,Toys,East,68,16,97,10.83,96.85,5,Sunny,0,101.51,Summer
2023-09-02,S005,P0007,Toys,South,329,0,58,-2.54,74.16,20,Snowy,0,78.67,Autumn
2023-10-23,S005,P0010,Toys,South,430,186,175,192.64,88.85,10,Cloudy,0,85.96,Winter
2023-04-06,S005,P0019,Toys,West,431,404,64,394.26,55.06,20,Cloudy,1,50.75,Summer
2022-06-03,S005,P0009,Toys,West,220,20,42,34.12,86.21,10,Rainy,0,85.19,Spring
2023-10-08,S005,P0019,Toys,North,322,236,124,253.15,73.93,15,Snowy,0,71.36,Summer
2023-04-11,S005,P0017,Toys,East,54,47,49,44.76,31.79,20,Snowy,0,32.69,Autumn
2022-11-17,S005,P0014,Toys,West,386,3,137,-6.33,42.41,5,Snowy,1,47.09,Autumn
2022-12-07,S005,P0015,Toys,East,174,47,63,47.12,81.02,20,Snowy,1,76.85,Winter
2022-05-19,S005,P0018,Toys,North,412,115,195,105.3,77.58,10,Rainy,0,77.84,Autumn
2022-03-23,S005,P0013,Toys,North,325,217,52,227.7,71.21,20,Snowy,0,71.03,Winter
2023-02-01,S005,P0011,Toys,East,197,195,20,204.7,71.32,0,Snowy,1,75.91,Spring
2022-08-12,S005,P0006,Toys,West,234,97,41,103.41,15.25,5,Sunny,1,14.52,Summer
2023-10-09,S005,P0007,Toys,South,397,315,26,321.24,97.49,5,Rainy,1,97.71,Spring
2022-07-12,S005,P0012,Toys,North,75,1,110,20.5,89.94,10,Rainy,0,92.74,Spring
2022-02-10,S005,P0011,Toys,East,234,197,154,209.7,94.23,15,Rainy,1,94.88,Autumn
2023-09-05,S005,P0013,Toys,East,456,169,87,176.57,73.36,15,Sunny,1,76.08,Autumn
2023-02-05,S005,P0007,Toys,East,389,175,132,171.77,59.43,15,Cloudy,0,56.6,Spring
2023-07-24,S005,P0005,Toys,North,242,63,167,76.03,95.05,0,Rainy,0,96.72,Autumn
2022-01-14,S005,P0007,Toys,South,311,256,46,246.44,73.37,0,Cloudy,1,76.08,Summer
2022-07-30,S005,P0019,Toys,West,88,12,60,3.49,91.21,0,Cloudy,0,92.84,Summer
2023-06-07,S005,P0003,Toys,East,115,63,159,73.88,44.23,0,Snowy,0,46.19,Autumn
2023-12-08,S005,P0008,Toys,East,410,239,69,232.04,22.79,15,Sunny,1,20.76,Summer
2022-09-19,S005,P0012,Toys,South,475,60,84,64.36,83.49,15,Rainy,0,85.18,Winter
2023-09-03,S005,P0001,Toys,South,278,10,89,11.68,98.89,5,Snowy,1,99.15,Spring
2023-12-25,S005,P0010,Toys,South,346,104,163,107.93,22.51,5,Rainy,1,19.93,Winter
2023-01-25,S005,P0006,Toys,West,278,250,105,261.33,14.25,20,Snowy,0,17.88,Autumn
2022-09-26,S005,P0014,Toys,North,370,225,139,224.98,20.38,15,Cloudy,1,21.59,Autumn
2022-01-12,S005,P0011,Toys,North,198,170,21,170.13,54.66,0,Sunny,0,52.58,Summer
2022-03-07,S005,P0019,Toys,North,302,10,138,19.58,89.78,0,Rainy,0,91.62,Summer
